Lat,long,Rain
-36.0000,143.4000,29.864059714795008
-36.0086,143.3719,29.049297605686487
-35.9000,143.2500,27.19734848484848
-35.8667,143.2333,28.43860799001249
-35.9338,142.2806,28.733887987012984
-35.8966,141.9915,30.154358070500933
-35.3500,143.5500,28.04499438832772
-35.9333,143.2167,27.09521072796934
-35.8667,143.8500,33.54986225895316
-35.7253,142.3656,28.207686322686328
-35.9870,142.9150,27.665043360778654
-35.8500,142.8000,33.28554112554114
-35.9833,143.8000,28.40219298245614
-35.5500,143.7667,26.290435606060605
-35.9472,141.0311,32.83541666666667
-35.3766,143.5416,25.00146290491118
-35.6704,142.2688,26.567575757575757
-35.6856,142.0031,33.92407407407408
-35.9974,142.0105,32.718518518518515
-36.3575,142.3339,31.290524384469688
-36.1011,140.9950,31.387309523809524
-36.1000,143.1000,29.95209845181814
-36.1050,142.6081,29.204574468085095
-36.3500,141.5000,34.491499999999995
-36.0667,142.4167,29.041240720457587
-36.0667,143.3167,27.953194444444446
-36.4500,143.1000,31.0770303030303
-36.3000,141.4500,36.14712794612794
-36.3000,141.5000,35.26966585399592
-36.4644,142.0327,33.67544389472962
-36.4000,143.0000,33.95978002920774
-36.1000,142.6000,28.879791759964167
-36.3986,141.8797,33.248376022126024
-36.2560,141.8588,32.40707148407149
-36.3093,141.6486,30.063351698806244
-36.6064,142.3608,33.6522619047619
-36.6000,142.4000,33.504939997258944
-36.3203,142.4161,27.370987654320984
-36.3000,142.1000,33.916101694915255
-36.4500,142.8000,33.28003293807642
-36.1000,141.9500,28.28302469135802
-36.0667,141.8500,40.880761904761904
-36.4000,141.4500,39.51490610328641
-36.4000,141.1000,41.665750528541224
-36.3664,141.1144,38.8645783263671
-36.3000,141.1000,39.586111111111116
-36.2833,142.8500,30.517667807103294
-36.1526,141.7586,31.331446581822537
-36.4597,142.5881,33.46823122529645
-36.0821,141.1003,36.18703703703704
-36.3347,141.6367,34.24111523397238
-36.3982,141.8793,34.5575
-36.3009,141.7719,33.44080225330226
-36.3667,140.9833,41.53543507362784
-36.3500,142.5000,30.825778787878797
-36.1500,142.8000,28.838111111111107
-36.2500,142.4000,32.46138953638954
-36.2705,142.2165,31.11373073593073
-36.1481,142.8597,31.737500879139535
-36.2891,141.7432,34.139222803575315
-36.2483,143.1793,31.2718
-36.0775,143.2268,31.369230346947745
-36.1114,141.4182,33.35488707674755
-36.1000,141.9000,28.417905405405406
-36.5167,142.1667,34.884175084175084
-36.5333,141.6333,38.98152173913043
-36.5500,141.2333,43.16850241545894
-36.3000,142.6000,30.33484848484849
-36.1000,141.6000,26.099511784511787
-36.3000,142.7000,29.285886243386244
-36.0833,142.4167,29.725900900900907
-36.1500,141.3500,35.34642857142857
-36.5167,142.7167,33.23133333333333
-36.2500,142.7500,32.313281249999996
-36.3833,142.9833,32.80138888888889
-36.3667,141.9833,40.053494623655915
-36.4500,142.6000,32.34929971988795
-36.4000,141.3000,38.13361388611388
-36.3000,143.1500,31.719157088122603
-36.2500,141.8000,31.173630303030304
-36.6000,142.1000,33.84
-36.4333,141.5667,41.077380952380956
-36.8000,141.0000,48.07208333333333
-36.0500,142.2000,29.040210803689064
-36.4000,141.7000,33.41546296296297
-36.1000,141.1000,30.275959595959602
-36.3611,143.0038,32.01520886474774
-36.3721,141.2422,40.07037037037036
-36.4250,141.3347,38.58618326118326
-36.2131,140.9956,36.52288031833486
-36.4667,142.4000,37.03854166666667
-36.2614,142.4050,32.47261947203123
-36.3725,141.2427,37.278601229688185
-36.2833,142.1333,33.67916666666666
-36.2964,142.0243,31.22894388803287
-36.4500,141.3000,32.956101731601734
-36.2705,142.2162,36.099915824915826
-36.1000,142.3000,29.304372759856633
-36.1000,142.9500,30.701346049783552
-36.1442,141.9928,31.729022630486057
-36.1147,141.4612,35.998148148148154
-37.2000,143.4000,51.33058333333334
-37.0000,141.1000,49.517649147727276
-36.9532,143.1976,44.08023331606664
-36.6994,143.1594,38.96998994005089
-37.1500,142.6500,48.62042181069959
-36.8500,141.2000,47.35227272727273
-36.6000,142.7000,33.422366255144034
-36.9833,141.4667,48.6626449682005
-36.9389,141.8713,41.202548021195554
-37.1000,143.1000,44.224180161402394
-36.7768,142.3937,35.931536796536804
-37.0328,141.2840,47.46435868424507
-37.1000,141.0000,50.33375603864736
-37.2000,143.3000,52.33922443614224
-37.1778,143.1529,49.28627104377103
-36.8721,142.6308,41.42860518449806
-36.7281,142.7303,36.54982993197279
-36.7181,141.4729,41.90232378732379
-36.8267,141.4681,42.2805269077328
-37.1846,142.8553,45.28148028795414
-37.2000,142.5000,76.60029629629629
-37.1660,141.5919,47.277823472823464
-37.0826,141.5633,47.01630620723361
-36.6613,142.0687,36.914099597585505
-37.2000,142.7000,46.479303675048364
-36.8639,141.4797,43.65711417900495
-37.0333,142.5833,48.22338855218854
-37.0062,143.1317,42.11510056315367
-36.6722,142.2991,33.880236703772425
-36.7000,142.9000,36.77963855421686
-36.7000,141.2000,46.93370772946862
-36.9865,143.2727,48.93179679863145
-36.8612,142.9332,37.50549905838041
-37.3000,143.4000,57.17468831168829
-37.3011,142.7656,46.783283444950115
-36.6206,142.4711,35.25503008811517
-36.7416,141.9429,36.4187296037296
-36.9000,143.1137,43.54846235795454
-37.2000,142.6000,59.85812603648426
-36.9065,143.3384,47.39417140151515
-36.6175,143.2644,41.61899129223268
-36.5500,143.3000,37.232291666666654
-37.1000,142.8000,44.42834776334776
-36.8000,143.3000,48.63234528382417
-37.1000,142.0000,47.2943137254902
-37.0000,142.0000,36.82342657342657
-37.0935,142.4345,71.61000561167226
-37.0000,142.3500,48.59331926863573
-36.8000,143.2000,42.07584259259259
-36.9000,142.3000,43.45368006765548
-37.3162,142.6975,52.27199516170105
-37.0432,142.6354,49.78500000000001
-37.2300,141.9609,50.926414943081625
-36.6000,142.8000,31.727791068580544
-36.7333,142.3667,33.62976190476191
-36.7000,143.4000,45.06942501942501
-36.9333,142.9000,42.10092592592593
-36.7000,141.4000,42.96250793650793
-36.6000,143.4000,38.08691176470589
-36.5000,143.2000,33.11468915343915
-36.7000,141.6000,34.00567099567098
-36.8000,143.0000,39.615629251700675
-36.7000,142.0000,46.15152777777778
-37.0000,142.2500,40.79280303030304
-36.7500,141.0667,45.37154118404117
-36.5500,142.5000,32.730753968253964
-37.0667,142.2333,44.58690476190476
-36.6000,143.0000,37.89393939393939
-36.7000,142.1500,38.5207671957672
-36.9681,141.0834,47.35127069304152
-36.8000,143.5000,40.89844827586207
-37.1917,142.6094,57.1623623330075
-37.1428,142.5172,82.07596525696528
-36.6287,142.6321,35.293489057239064
-37.0500,141.7167,40.67171822390573
-36.8676,142.5217,45.54717861848296
-37.0607,141.9882,40.83419590643275
-36.7913,143.1207,43.129869486948685
-37.0717,142.7908,47.53698412698413
-37.2667,143.2000,64.56151515151515
-36.7007,142.2009,34.79201395619306
-36.8698,141.0101,42.40560891938251
-36.7331,143.1525,45.669074074074075
-36.8667,143.2167,67.70833333333333
-36.8637,143.1230,44.061028554778545
-36.7831,143.1812,39.90640303030304
-36.8333,143.1833,50.34
-36.8303,143.1058,46.594208211143695
-36.7833,143.1667,68.27272727272727
-36.7500,143.1833,59.61999999999999
-36.8333,143.5000,40.48833333333334
-37.0500,142.5667,46.091402116402115
-36.7667,141.0667,46.197109557109556
-36.7167,141.0167,47.182878787878785
-36.7500,142.6500,37.36944444444445
-37.1169,141.8031,41.29736652236652
-36.7667,142.3667,36.980606060606064
-37.0222,141.2657,40.19061111111111
-36.6699,142.1733,31.06964285714286
-37.2281,143.2005,56.3915824915825
-36.7259,142.7294,37.24388888888889
-37.2950,142.6039,95.50654040404041
-37.2075,141.3625,53.922954545454544
-37.0720,142.7402,39.651132009752686
-36.9031,142.3583,33.058213383838385
-36.8128,141.2592,41.28024691358025
-36.8132,141.2599,43.10472222222222
-36.0167,145.0000,31.068473928473928
-35.5100,143.8250,29.5976116303219
-36.1160,143.7229,33.285715617715624
-36.2667,144.0833,31.21585144927537
-35.9748,143.8521,30.271471783047883
-36.0261,143.8617,29.64333992094862
-36.3000,143.4000,35.84395534290272
-35.9164,145.6500,39.06454902560963
-35.8001,144.2083,30.877885536398466
-36.4774,143.3525,36.329259707953746
-36.2500,144.8000,32.98643527833668
-36.0000,145.0000,35.272222222222226
-36.3667,144.2333,32.83152610441766
-36.0599,144.2119,34.43683035714285
-36.1351,143.9184,32.500996006577395
-36.1639,144.7639,35.56055763110557
-36.2833,143.8833,33.18623188405797
-36.0406,143.9403,29.30266934046345
-36.1000,143.4000,31.432401129943504
-36.1620,143.3311,30.63312450592886
-35.9660,144.3712,31.355370851370854
-36.1000,144.9500,33.032146464646466
-36.0833,145.6833,37.68832075216452
-35.7236,143.9196,31.138888888888886
-35.8679,143.7995,29.92786137234413
-36.1500,145.0000,36.09185281385282
-36.3567,143.7053,37.472016528925614
-36.3203,143.7350,34.894532676159166
-36.3167,145.0500,37.223759920634926
-36.1509,143.5182,30.99763744588743
-35.9000,144.3000,30.784583333333323
-36.3500,144.5000,34.813819444444455
-36.0167,145.0167,35.302884172992854
-35.9000,144.0000,29.884867424242422
-36.1000,145.0000,32.91197848045673
-35.8333,144.1167,28.864204545454545
-35.9681,144.1073,30.550028712180342
-36.2167,144.2333,32.524311645019004
-36.1500,144.2000,33.23064454064453
-36.1861,144.0565,30.69101680871211
-35.5333,143.9167,28.947247023809524
-36.2333,143.7667,32.806691661513085
-36.0591,145.2031,35.03508136924802
-36.1000,145.4500,37.44416666666667
-35.9925,144.4227,30.44613431707181
-36.0000,145.1000,30.811412812333877
-36.3000,144.3500,32.106128092774426
-35.9500,145.3000,34.59270531400965
-36.0500,144.1000,30.21666666666667
-36.3612,144.7110,37.083992820769694
-36.0000,145.5500,26.283472222222226
-36.3666,143.9522,34.226472656827
-36.3000,145.4000,35.665087095444235
-36.4296,144.2497,34.01428249890207
-36.2991,144.4317,33.788063973063984
-36.1500,144.4000,28.36121856866537
-36.2507,144.9591,36.57331127060074
-36.2000,145.0000,34.87957392102847
-36.1000,144.5000,31.689154942279945
-35.9167,145.4000,37.10818452380952
-36.0500,145.3333,35.74492482969226
-36.4183,143.6123,39.26427703609523
-36.1000,144.6500,31.594789196310934
-36.2500,143.6000,34.262105907560446
-36.0000,145.3000,35.29277777777778
-35.9258,145.5560,38.06738719092102
-35.9000,145.2000,33.96599868485944
-36.2715,143.3450,34.207637973942326
-36.2500,144.6000,33.99980158730159
-36.3000,143.5000,36.07896400984636
-35.9000,145.7000,36.0238888888889
-36.6000,143.8000,38.23300084175085
-36.1000,145.3000,41.29855769230768
-35.8000,143.9333,28.319871794871787
-35.7333,143.9000,27.048299319727892
-35.6500,144.1500,32.20547619047619
-36.0833,145.2000,35.88671630094043
-36.0167,145.1167,37.19537037037038
-36.3500,144.7167,35.64907276850135
-35.8667,144.0833,27.441668152109333
-36.2500,145.1500,35.44842362399506
-36.3167,143.9833,35.08333333333333
DOWNS,-36.0000,31.589444444444446
-35.9000,145.5000,31.793596059113302
-36.4000,144.8500,34.518808887191234
-35.8500,144.0000,27.70654761904762
-35.9333,145.2167,34.40761784511784
-36.3350,145.0638,37.60673041894355
-36.2000,143.4000,30.118692090073665
-36.2230,144.5367,34.03487603305784
-36.0875,144.0922,32.40078548644338
-36.3833,143.3333,41.34166666666666
-36.2983,144.1393,34.07965351186283
-36.4093,143.9752,35.049359567901234
-36.1333,145.1000,38.9375
-36.0921,145.4531,36.7936503080253
-36.0597,144.1150,32.467642211589585
-36.3794,144.2298,33.19736712361713
-36.2000,145.0500,41.730303030303034
-36.0500,145.6167,10.135
-36.2667,143.9833,32.94534632034631
-35.9119,145.6446,38.84647229221855
-35.7357,143.9295,30.050260642135637
-35.6333,144.1333,28.726500000000005
-35.9000,144.3167,35.62175324675324
-36.3500,144.9667,35.65203703703704
-36.1500,145.4833,44.05538033395176
-35.9333,144.3000,26.339999999999996
-36.1333,144.0500,29.475000000000005
-36.4333,144.1667,35.02777777777778
-36.4500,143.4500,43.74388888888888
-36.3833,143.4167,26.79493371212121
-35.7500,144.1333,33.84583333333333
-35.8833,144.0333,26.801818181818174
-36.3333,143.7500,26.655833333333334
-36.2667,143.5167,32.020833333333336
-36.1167,143.8500,31.78225677830941
-35.8876,145.3879,35.91664299242424
-35.7176,143.9111,30.22595520421607
-36.1149,144.6282,28.643639570306238
-36.2846,143.3341,31.402380952380955
-35.9009,145.4935,39.03322510822511
-36.2705,144.1718,34.0406746031746
-36.4442,143.3061,37.08744444444444
-37.0887,143.4747,44.61610788738448
-36.8000,144.4000,42.7962962962963
-36.7892,143.5437,38.67146317999977
-36.7533,144.2825,45.87455470737914
-36.2667,146.0500,46.818049242424266
-36.6500,143.9333,35.258173737373745
-36.6722,143.5522,37.13223453543703
-36.4565,145.6569,43.64230625931446
-36.5421,144.7751,42.61490700657368
-36.4000,145.1000,35.6238988095238
-36.4500,144.8000,35.274119484316856
-36.3000,145.9000,43.168161375661384
-36.3717,145.7048,45.42694436768904
-36.4500,144.4500,36.41796363636364
-36.7333,144.2333,45.392414529914525
-36.4956,144.6083,38.06362201561065
-36.4150,145.9225,45.705561532166016
-36.6000,144.5000,38.960375939849655
-36.7180,145.1731,45.17464692378331
-36.5753,143.8695,38.4358540440375
-36.1500,145.6000,37.1498027898028
-36.2500,145.6000,39.386995614035094
-36.2167,145.5500,37.28303451178451
-36.5000,145.5000,43.44790254294971
-36.8333,144.5833,43.85788794538793
-36.8339,143.8917,37.871337266470015
-36.3000,146.0000,41.83811507936509
-36.7000,144.1000,36.829390876841344
-36.3000,145.8000,43.39501984126986
-36.3667,145.1333,39.084469696969684
-36.6837,145.5103,48.92007380210652
-36.6436,145.4197,43.003002199413515
-36.3989,145.3448,40.663600736042575
-36.6146,145.2143,45.04248932991891
-36.6500,145.2000,44.33968360071301
-36.7833,145.1667,46.387854737854724
-36.9405,143.4686,38.22640340689124
-36.2000,146.2000,46.27552845528456
-36.5340,144.2080,37.08300711193567
-36.5000,144.6000,36.86518445322795
-36.5915,145.0162,43.84814355089355
-36.3798,145.3935,42.40914118457301
-36.4000,145.5000,41.248481818181816
-36.4436,144.9840,37.353027874902885
-36.7689,143.8288,38.904997755331074
-36.4431,145.2300,40.14600000000001
-36.4379,145.2673,40.19654801022272
-36.7167,144.7000,40.64279703404704
-36.1634,145.8838,42.672268089053794
-36.6000,144.9000,38.6139552238806
-36.5107,145.0904,40.366402203856744
-36.6000,145.1000,42.23223436900653
-36.1569,146.0125,41.831265705838874
-36.2000,145.7000,36.28888888888889
-36.0281,146.0044,43.40746376811593
-36.6008,143.9412,36.282180612008865
-36.4000,145.2667,50.878273809523805
-36.9000,144.3167,62.06328282828284
-36.8000,144.5000,42.60825358851674
-36.5000,145.3000,36.171945887445894
-37.0833,143.4833,41.71901515151514
-36.2000,146.0833,42.18210998877666
-36.0000,145.9000,35.885081585081586
-36.4500,144.9000,35.973416666666665
-36.7000,144.4000,36.942297979797985
-36.5000,143.5500,36.647876683501686
-36.7500,143.9000,37.643181818181816
-36.9000,144.2000,49.737510398098635
-36.8000,144.8000,46.00496392496393
-36.6500,143.7000,40.48191609977325
-36.9000,144.0000,41.16256485060833
-36.9167,144.3167,49.17196293290042
-36.2500,145.3833,40.69050505050505
-36.8000,144.0000,38.97676236044658
-36.1500,145.7000,33.84722222222222
-36.3000,145.8500,41.68484848484849
-37.1000,143.6000,42.17392473118279
-36.5500,145.3000,42.94384057971015
-36.8464,144.5267,42.521781986532
-36.3608,145.4594,47.430680272108845
-36.8593,143.7295,41.171480186480174
-36.8639,144.3221,51.90373648768385
-36.2567,146.0433,42.37459815546772
-36.8333,144.2333,46.91306660763479
-36.5692,144.0739,34.21580997565845
-36.7446,143.6788,44.36400470874153
-36.5486,143.6958,41.73017283950617
-36.8645,143.9784,39.846011131725426
-36.9000,144.0833,49.35856481481482
-36.4475,144.7611,43.68824451410659
-36.5901,145.3118,43.495019910644906
-36.8167,144.7333,58.305952380952384
-36.7167,144.2500,44.156779797979794
-36.0000,145.7500,38.087500000000006
-36.7682,143.9866,37.444574970484084
-36.3500,146.0667,47.298414276695524
-36.5333,145.4000,44.488749999999996
-36.1667,145.8000,44.24038461538463
-36.1000,145.9333,32.69770562770562
-36.4333,145.1333,36.440625
-36.4833,145.1667,41.92551282051282
-36.3667,145.7167,45.605555555555554
-36.6667,144.8167,74.70916666666668
-36.6667,144.8833,40.551818181818184
-36.4344,145.2278,38.863891143578634
-36.6284,144.8727,41.670204000792246
-36.4556,146.0239,45.92447916666667
-36.4717,146.1367,49.28295454545455
-36.8093,144.6203,43.48959842325697
-36.0967,146.2200,38.88666666666666
-36.5832,145.0122,44.66134090909091
-36.8449,144.2415,46.97748222970445
-37.0382,143.4812,38.082995670995686
-36.7411,144.3274,43.01045008912656
-36.0294,146.0305,40.002664930555554
-36.4288,145.3949,37.492857142857154
-36.7383,144.2550,46.415000000000006
-36.8867,143.5022,31.089624819624813
-36.7448,143.8254,32.47644628099174
-36.1135,146.6841,45.875452577725305
-36.3702,146.7132,79.54704354869449
-36.5483,145.9703,55.750460606060585
-36.6500,146.0000,62.00942028985507
-36.6667,145.9667,58.45280423280424
-36.1000,147.1000,63.383984375000004
-36.2222,146.2831,48.70114600550965
-36.0000,147.5500,76.57846491228071
-36.4552,147.4318,84.8506397306398
-36.6085,146.5371,76.02420421607377
-36.1491,146.6106,57.506304421768725
-36.2003,147.8956,64.36968390804599
-36.4000,147.6000,77.00319113756615
-36.2000,147.8000,67.75968962585033
-36.2000,147.9000,65.35280538749637
-36.3093,146.5224,55.45685270696381
-36.7569,145.5660,53.912455716586145
-36.4000,146.5500,53.215357915893605
-36.7692,147.6952,89.67720470006186
-36.9000,145.6000,65.5559075448361
-36.6000,146.3000,59.061459025470675
-36.0964,146.6008,51.74661210690136
-36.4462,147.0431,76.47243773946362
-36.7000,146.4000,84.40468278847592
-36.1523,147.4938,92.62361162646877
-36.8167,145.9500,78.89115534738484
-36.2833,147.6167,79.06038616686344
-36.6000,146.4000,60.92031024531025
-36.2000,146.9000,64.86357644770688
-36.4560,146.4299,54.06145766609182
-36.5500,147.4000,84.81755812089146
-36.6625,147.4319,124.3638888888889
-36.5758,146.3783,63.00921877127068
-36.6975,146.2852,80.15405068123093
-36.5667,146.7333,75.33750960307295
-36.3336,147.7968,85.97189171122997
-36.3000,146.9000,66.70760376878023
-36.9667,145.5000,63.34956476856475
-36.0550,146.4783,48.787349999999996
-36.1048,146.5094,48.8701636904762
-36.0500,146.4000,45.16679687500001
-36.1859,146.4694,51.32982112794615
-36.8472,145.7307,79.87815348608031
-36.7871,145.8225,88.77063717212656
-36.4333,147.2000,80.06366180603023
-36.2161,147.1764,66.86176374859713
-36.2509,147.0263,63.23404844026795
-36.1871,147.3552,70.50215549657153
-36.3000,148.0000,68.8156238309016
-36.6324,145.7181,53.959770936313525
-36.0000,146.4000,44.7257081070241
-35.9631,147.7366,66.76519177280048
-36.3667,146.3000,52.93941964285715
-36.6500,145.8833,61.52496954595791
-36.5031,146.6019,63.08947489018922
-36.1180,146.9061,59.48059355935591
-36.3025,146.7299,68.32027537277536
-36.3291,146.8487,79.18636062578513
-36.4167,146.7667,102.78963963963963
-36.1992,148.0244,73.61151671151671
-36.7025,146.0342,72.16693795093796
-36.0508,147.9389,60.51085998877665
-36.6833,147.2333,85.7186274509804
-36.4167,146.8667,78.35753367003367
-36.2833,147.4000,78.2546753246753
-36.7333,147.7667,95.61833333333334
-36.5293,147.3748,86.66963734567899
-36.5531,146.4583,63.471428571428575
-36.7000,145.6000,50.14755681818181
-36.1500,146.6500,50.81704906204906
-36.5500,145.9500,61.57319551008809
-36.2500,147.7000,82.97622324434825
-36.3000,148.0500,75.225
-36.5352,147.4984,82.02907623857631
-36.5000,147.0000,73.98058035714287
-36.4500,147.3000,78.20160582010584
-36.5000,146.2000,56.201098901098895
-36.0000,146.5000,45.67495238095238
-36.2000,147.0000,63.32617845117846
-36.8040,145.4180,52.232787989788
-36.7136,145.7603,68.08040824915825
-36.1000,146.5500,48.46293859649123
-36.6000,147.4000,91.40804421768709
-36.4000,146.8000,97.77833850931677
-36.1347,146.8889,62.484829059829046
-37.0018,145.5680,72.11914702581369
-36.4793,147.0297,77.20501907696821
-36.1667,147.3500,73.42765151515152
