Name,Lat,Long,Year,Mean
NEERIM JUNCTION,-37.9333,145.9667,1910,70.43
NEERIM JUNCTION,-37.9333,145.9667,2030,77.37
CARRAJUNG (BROOKSIDE),-38.3667,146.7667,1890,97.68
CARRAJUNG (BROOKSIDE),-38.3667,146.7667,1900,88.41
CARRAJUNG (BROOKSIDE),-38.3667,146.7667,2030,86.49
ALTENHOF (EAST TARWIN NO 1),-38.5833,146.2000,2030,100.61
EAST TARWIN NO.2,-38.5667,146.2167,2030,98.31
EAST TARWIN NO.3,-38.5667,146.2167,2030,96.16
EAST TARWIN NO.5 (INNES),-38.5667,146.1833,2030,79.45
EAST TARWIN NO.6,-38.5500,146.2000,2030,79.33
EAST TARWIN (MCLEOD),-38.5833,146.1833,2030,86.48
EAST TARWIN NO.8,-38.5500,146.1833,2030,37.25
EAST TARWIN (KULBE),-38.5333,146.2167,1980,80.78
EAST TARWIN (KULBE),-38.5333,146.2167,2030,80.78
EAST TARWIN (MIRBOO PASTORAL COMPANY),-38.5215,146.2041,1980,91.3
EAST TARWIN (MIRBOO PASTORAL COMPANY),-38.5215,146.2041,1990,91.23
EAST TARWIN (MIRBOO PASTORAL COMPANY),-38.5215,146.2041,2000,92.71
EAST TARWIN (MIRBOO PASTORAL COMPANY),-38.5215,146.2041,2010,85.08
EAST TARWIN (MIRBOO PASTORAL COMPANY),-38.5215,146.2041,2020,92.53
EAST TARWIN (MIRBOO PASTORAL COMPANY),-38.5215,146.2041,2030,91.32
EAST TARWIN (HOLCOMBE),-38.5167,146.2333,2030,72.56
EAST TARWIN NO.12,-38.5167,146.2333,2030,66.64
EAST TARWIN NO.13,-38.5333,146.2500,2030,79.14
EAST TARWIN NO.14,-38.5500,146.2500,2030,85.04
EAST TARWIN NO.18,-38.5269,146.2581,2030,86.93
CALLIGNEE NORTH,-38.3181,146.5645,1960,69.55
CALLIGNEE NORTH,-38.3181,146.5645,1970,78.14
CALLIGNEE NORTH,-38.3181,146.5645,1980,72.46
CALLIGNEE NORTH,-38.3181,146.5645,1990,67.79
CALLIGNEE NORTH,-38.3181,146.5645,2000,71.14
CALLIGNEE NORTH,-38.3181,146.5645,2010,69.85
CALLIGNEE NORTH,-38.3181,146.5645,2020,73.48
CALLIGNEE NORTH,-38.3181,146.5645,2030,72.1
NOOJEE ENGLISH HMSD,-37.8833,146.0000,1970,100.09
NOOJEE ENGLISH HMSD,-37.8833,146.0000,2030,100.97
ERICA (PARKERS CORNER),-37.9532,146.3896,1970,100.2
ERICA (PARKERS CORNER),-37.9532,146.3896,1980,108.6
ERICA (PARKERS CORNER),-37.9532,146.3896,1990,98.8
ERICA (PARKERS CORNER),-37.9532,146.3896,2000,89.08
ERICA (PARKERS CORNER),-37.9532,146.3896,2010,82.23
ERICA (PARKERS CORNER),-37.9532,146.3896,2020,85.59
ERICA (PARKERS CORNER),-37.9532,146.3896,2030,94.26
JACOBS CREEK STATION,-38.0000,146.4000,1970,90.94
JACOBS CREEK STATION,-38.0000,146.4000,2030,90.42
ELLINBANK DAIRY RESEARCH INST,-38.2456,145.9347,1960,110.44
ELLINBANK DAIRY RESEARCH INST,-38.2456,145.9347,1970,92.07
ELLINBANK DAIRY RESEARCH INST,-38.2456,145.9347,1980,87.73
ELLINBANK DAIRY RESEARCH INST,-38.2456,145.9347,1990,92.61
ELLINBANK DAIRY RESEARCH INST,-38.2456,145.9347,2000,89.54
ELLINBANK DAIRY RESEARCH INST,-38.2456,145.9347,2030,90.97
DUMBALK NORTH,-38.5000,146.1833,1940,94.57
DUMBALK NORTH,-38.5000,146.1833,2030,85.79
MORWELL (BUCKLEYS HILL),-38.2375,146.4144,1970,62.63
MORWELL (BUCKLEYS HILL),-38.2375,146.4144,1980,63.05
MORWELL (BUCKLEYS HILL),-38.2375,146.4144,1990,56.47
MORWELL (BUCKLEYS HILL),-38.2375,146.4144,2030,60.02
MATLOCK POST OFFICE,-37.6000,146.2333,1910,113.35
MATLOCK POST OFFICE,-37.6000,146.2333,2030,113.35
YANAKIE POST OFFICE,-38.8167,146.2000,1900,71.57
YANAKIE POST OFFICE,-38.8167,146.2000,1910,71.79
YANAKIE POST OFFICE,-38.8167,146.2000,2030,67.55
ALBERTON THE MEADOWS,-38.6167,146.7167,1880,73.25
ALBERTON THE MEADOWS,-38.6167,146.7167,1890,63.79
ALBERTON THE MEADOWS,-38.6167,146.7167,1900,65.89
ALBERTON THE MEADOWS,-38.6167,146.7167,2030,63.33
BUDGEREE EDEN PARK,-38.6167,146.2833,1890,102.66
BUDGEREE EDEN PARK,-38.6167,146.2833,1900,99.3
BUDGEREE EDEN PARK,-38.6167,146.2833,1910,99.5
BUDGEREE EDEN PARK,-38.6167,146.2833,2030,100.32
WARRAGUL HIGH SCHOOL,-38.1667,145.9167,1920,67.07
WARRAGUL HIGH SCHOOL,-38.1667,145.9167,2030,63.28
ERICA (PHILIPS BRIDGE),-37.9973,146.3474,1970,88.8
ERICA (PHILIPS BRIDGE),-37.9973,146.3474,1980,91.75
ERICA (PHILIPS BRIDGE),-37.9973,146.3474,1990,83.75
ERICA (PHILIPS BRIDGE),-37.9973,146.3474,2000,88.87
ERICA (PHILIPS BRIDGE),-37.9973,146.3474,2010,71.03
ERICA (PHILIPS BRIDGE),-37.9973,146.3474,2020,79.06
ERICA (PHILIPS BRIDGE),-37.9973,146.3474,2030,83.84
MORGANS MILL,-37.9500,146.3167,2030,101.43
VALENCIA CREEK (LITTLE PLAIN),-37.8115,146.9567,1980,60.77
VALENCIA CREEK (LITTLE PLAIN),-37.8115,146.9567,1990,58.89
VALENCIA CREEK (LITTLE PLAIN),-37.8115,146.9567,2000,52.88
VALENCIA CREEK (LITTLE PLAIN),-37.8115,146.9567,2010,49.61
VALENCIA CREEK (LITTLE PLAIN),-37.8115,146.9567,2020,52.73
VALENCIA CREEK (LITTLE PLAIN),-37.8115,146.9567,2030,54.61
CROOKED RVR (CROOKED RIVER (HAPPY VALLEY,-37.3573,146.9851,1960,68.53
CROOKED RVR (CROOKED RIVER (HAPPY VALLEY,-37.3573,146.9851,1970,56.6
CROOKED RVR (CROOKED RIVER (HAPPY VALLEY,-37.3573,146.9851,1980,55.31
CROOKED RVR (CROOKED RIVER (HAPPY VALLEY,-37.3573,146.9851,1990,53.61
CROOKED RVR (CROOKED RIVER (HAPPY VALLEY,-37.3573,146.9851,2000,49.41
CROOKED RVR (CROOKED RIVER (HAPPY VALLEY,-37.3573,146.9851,2010,52.14
CROOKED RVR (CROOKED RIVER (HAPPY VALLEY,-37.3573,146.9851,2020,52.56
CROOKED RVR (CROOKED RIVER (HAPPY VALLEY,-37.3573,146.9851,2030,54.06
BARKLY RIVER (GLENLEA),-37.5125,146.5478,1970,58.71
BARKLY RIVER (GLENLEA),-37.5125,146.5478,1980,74.36
BARKLY RIVER (GLENLEA),-37.5125,146.5478,1990,68.96
BARKLY RIVER (GLENLEA),-37.5125,146.5478,2000,63.0
BARKLY RIVER (GLENLEA),-37.5125,146.5478,2030,65.46
CAPE LIPTRAP (WALKERVILLE (360 DEGREES)),-38.8389,145.9715,2010,82.79
CAPE LIPTRAP (WALKERVILLE (360 DEGREES)),-38.8389,145.9715,2020,79.07
CAPE LIPTRAP (WALKERVILLE (360 DEGREES)),-38.8389,145.9715,2030,80.35
KERR (LATROBE NO.1),-37.8833,145.8833,2030,127.29
HILL END (FUMINA ROAD),-37.9833,146.1333,1980,86.64
HILL END (FUMINA ROAD),-37.9833,146.1333,2030,90.45
NOOJEE PEARCE,-37.8833,146.0167,1980,103.36
NOOJEE PEARCE,-37.8833,146.0167,2030,102.44
MITCHELL RIVER @ GLENALADALE,-37.7647,147.3744,2000,8.4
MITCHELL RIVER @ GLENALADALE,-37.7647,147.3744,2010,58.21
MITCHELL RIVER @ GLENALADALE,-37.7647,147.3744,2020,52.35
MITCHELL RIVER @ GLENALADALE,-37.7647,147.3744,2030,54.51
NAMBROK MURRAY,-38.0500,146.8833,1980,39.42
NAMBROK MURRAY,-38.0500,146.8833,2030,39.42
ROTAMAH ISLAND,-37.9833,147.7333,1980,46.5
ROTAMAH ISLAND,-37.9833,147.7333,1990,57.14
ROTAMAH ISLAND,-37.9833,147.7333,2000,53.32
ROTAMAH ISLAND,-37.9833,147.7333,2030,54.83
MEENIYAN (KASMAR),-38.5833,145.9497,1990,89.48
MEENIYAN (KASMAR),-38.5833,145.9497,2030,88.39
DARRIMAN (OMEGA),-38.4833,146.9333,2030,56.85
AVON RIVER @ THE CHANNEL,-37.8039,146.8842,2000,27.6
AVON RIVER @ THE CHANNEL,-37.8039,146.8842,2010,48.91
AVON RIVER @ THE CHANNEL,-37.8039,146.8842,2020,54.63
AVON RIVER @ THE CHANNEL,-37.8039,146.8842,2030,54.47
NOOJEE (SLIVAR),-37.9039,145.9719,1990,92.23
NOOJEE (SLIVAR),-37.9039,145.9719,2000,95.64
NOOJEE (SLIVAR),-37.9039,145.9719,2010,85.79
NOOJEE (SLIVAR),-37.9039,145.9719,2020,90.71
NOOJEE (SLIVAR),-37.9039,145.9719,2030,91.97
ABERFELDY (LILY CREEK (LAROMMI)),-37.7196,146.3888,1990,88.61
ABERFELDY (LILY CREEK (LAROMMI)),-37.7196,146.3888,2000,81.09
ABERFELDY (LILY CREEK (LAROMMI)),-37.7196,146.3888,2010,74.77
ABERFELDY (LILY CREEK (LAROMMI)),-37.7196,146.3888,2030,81.19
BAIRNSDALE AIRPORT,-37.8818,147.5669,1990,54.79
BAIRNSDALE AIRPORT,-37.8818,147.5669,2000,57.61
BAIRNSDALE AIRPORT,-37.8818,147.5669,2010,49.0
BAIRNSDALE AIRPORT,-37.8818,147.5669,2020,51.33
BAIRNSDALE AIRPORT,-37.8818,147.5669,2030,53.92
MORWELL (LATROBE VALLEY AIRPORT),-38.2094,146.4746,1990,65.58
MORWELL (LATROBE VALLEY AIRPORT),-38.2094,146.4746,2000,65.17
MORWELL (LATROBE VALLEY AIRPORT),-38.2094,146.4746,2010,52.46
MORWELL (LATROBE VALLEY AIRPORT),-38.2094,146.4746,2020,60.19
MORWELL (LATROBE VALLEY AIRPORT),-38.2094,146.4746,2030,60.8
TRARALGON CREEK AT KOORNALLA,-38.3245,146.5301,2000,33.2
TRARALGON CREEK AT KOORNALLA,-38.3245,146.5301,2010,61.1
TRARALGON CREEK AT KOORNALLA,-38.3245,146.5301,2020,67.37
TRARALGON CREEK AT KOORNALLA,-38.3245,146.5301,2030,63.7
MIRBOO NORTH WATER BOARD,-38.3712,146.1791,1900,107.09
MIRBOO NORTH WATER BOARD,-38.3712,146.1791,1910,90.31
MIRBOO NORTH WATER BOARD,-38.3712,146.1791,1940,85.02
MIRBOO NORTH WATER BOARD,-38.3712,146.1791,1950,79.87
MIRBOO NORTH WATER BOARD,-38.3712,146.1791,1960,85.32
MIRBOO NORTH WATER BOARD,-38.3712,146.1791,1970,83.48
MIRBOO NORTH WATER BOARD,-38.3712,146.1791,1980,82.65
MIRBOO NORTH WATER BOARD,-38.3712,146.1791,1990,77.96
MIRBOO NORTH WATER BOARD,-38.3712,146.1791,2000,86.72
MIRBOO NORTH WATER BOARD,-38.3712,146.1791,2010,80.01
MIRBOO NORTH WATER BOARD,-38.3712,146.1791,2020,87.19
MIRBOO NORTH WATER BOARD,-38.3712,146.1791,2030,84.27
WILLOW GROVE (BLUE ROCK RESERVOIR),-38.0809,146.2139,1990,68.8
WILLOW GROVE (BLUE ROCK RESERVOIR),-38.0809,146.2139,2000,62.87
WILLOW GROVE (BLUE ROCK RESERVOIR),-38.0809,146.2139,2010,57.24
WILLOW GROVE (BLUE ROCK RESERVOIR),-38.0809,146.2139,2030,57.58
DROUIN SOUTH GIPPSLAND WATER,-38.1514,145.8372,1990,76.65
DROUIN SOUTH GIPPSLAND WATER,-38.1514,145.8372,2030,80.68
STRINGYBARK CREEK,-37.7667,146.6667,1990,60.6
STRINGYBARK CREEK,-37.7667,146.6667,2000,53.56
STRINGYBARK CREEK,-37.7667,146.6667,2030,53.48
GLENCAIRN RWC,-37.5167,146.5500,1990,69.52
GLENCAIRN RWC,-37.5167,146.5500,2000,49.28
GLENCAIRN RWC,-37.5167,146.5500,2030,51.67
MOUNT TAMBORITHA,-37.4667,146.6883,1990,105.74
MOUNT TAMBORITHA,-37.4667,146.6883,2000,79.56
MOUNT TAMBORITHA,-37.4667,146.6883,2010,64.05
MOUNT TAMBORITHA,-37.4667,146.6883,2020,79.55
MOUNT TAMBORITHA,-37.4667,146.6883,2030,77.48
MURDERERS HILL,-37.8514,146.5550,1990,102.74
MURDERERS HILL,-37.8514,146.5550,2000,84.02
MURDERERS HILL,-37.8514,146.5550,2010,64.48
MURDERERS HILL,-37.8514,146.5550,2020,76.35
MURDERERS HILL,-37.8514,146.5550,2030,78.45
CHURCHILL,-38.3089,146.4097,1990,71.25
CHURCHILL,-38.3089,146.4097,2030,68.72
MOUNT BAW BAW,-37.8384,146.2747,2000,104.31
MOUNT BAW BAW,-37.8384,146.2747,2010,114.06
MOUNT BAW BAW,-37.8384,146.2747,2020,146.71
MOUNT BAW BAW,-37.8384,146.2747,2030,131.7
NOOJEE FORESTRY,-37.8897,145.9958,1990,104.63
NOOJEE FORESTRY,-37.8897,145.9958,2000,93.46
NOOJEE FORESTRY,-37.8897,145.9958,2010,85.04
NOOJEE FORESTRY,-37.8897,145.9958,2020,91.7
NOOJEE FORESTRY,-37.8897,145.9958,2030,91.82
CAPE LIPTRAP (ILLAWONG),-38.8957,145.9355,2000,72.89
CAPE LIPTRAP (ILLAWONG),-38.8957,145.9355,2010,75.96
CAPE LIPTRAP (ILLAWONG),-38.8957,145.9355,2020,75.82
CAPE LIPTRAP (ILLAWONG),-38.8957,145.9355,2030,74.67
WARATAH NORTH,-38.7714,146.0500,2030,93.7
STONY CREEK,-38.5586,146.0648,2000,77.51
STONY CREEK,-38.5586,146.0648,2010,72.63
STONY CREEK,-38.5586,146.0648,2020,88.9
STONY CREEK,-38.5586,146.0648,2030,79.83
MOUNT MOORNAPA,-37.7481,147.1428,2000,63.58
MOUNT MOORNAPA,-37.7481,147.1428,2010,67.19
MOUNT MOORNAPA,-37.7481,147.1428,2020,72.79
MOUNT MOORNAPA,-37.7481,147.1428,2030,72.1
MAFFRA,-37.9722,146.9860,2000,46.23
MAFFRA,-37.9722,146.9860,2010,42.24
MAFFRA,-37.9722,146.9860,2020,43.51
MAFFRA,-37.9722,146.9860,2030,44.87
EAST SALE COMPARISON,-38.1072,147.1317,2000,40.36
EAST SALE COMPARISON,-38.1072,147.1317,2030,41.73
KOORNALLA TRARALGON CK RD,-38.3232,146.5318,2000,73.84
KOORNALLA TRARALGON CK RD,-38.3232,146.5318,2010,72.54
KOORNALLA TRARALGON CK RD,-38.3232,146.5318,2020,76.0
KOORNALLA TRARALGON CK RD,-38.3232,146.5318,2030,74.15
FOSTER HODDLE,-38.6796,146.1483,2000,89.23
FOSTER HODDLE,-38.6796,146.1483,2010,80.5
FOSTER HODDLE,-38.6796,146.1483,2020,83.89
FOSTER HODDLE,-38.6796,146.1483,2030,83.8
CORNER INLET (YANAKIE),-38.8051,146.1936,2020,64.95
CORNER INLET (YANAKIE),-38.8051,146.1936,2030,65.28
TAMBORITHA-MOROKA (SNOWY RANGE),-37.2864,146.7188,2020,82.2
TAMBORITHA-MOROKA (SNOWY RANGE),-37.2864,146.7188,2030,87.52
REEVES KNOB,-37.5325,147.0053,2010,81.1
REEVES KNOB,-37.5325,147.0053,2020,104.35
REEVES KNOB,-37.5325,147.0053,2030,100.02
MOUNT WELLINGTON,-37.4967,146.8575,2010,75.75
MOUNT WELLINGTON,-37.4967,146.8575,2020,99.15
MOUNT WELLINGTON,-37.4967,146.8575,2030,91.24
VESPER,-37.8758,146.0833,2000,99.9
VESPER,-37.8758,146.0833,2010,97.55
VESPER,-37.8758,146.0833,2020,107.15
VESPER,-37.8758,146.0833,2030,104.58
LICOLA,-37.6280,146.6224,2010,65.64
LICOLA,-37.6280,146.6224,2020,57.17
LICOLA,-37.6280,146.6224,2030,60.28
JEERALANG NORTH,-38.3545,146.4379,2010,58.9
JEERALANG NORTH,-38.3545,146.4379,2020,62.26
JEERALANG NORTH,-38.3545,146.4379,2030,65.69
THORPDALE PEAK,-38.3053,146.2139,2010,61.08
THORPDALE PEAK,-38.3053,146.2139,2020,72.64
THORPDALE PEAK,-38.3053,146.2139,2030,70.08
MOE SOUTH,-38.2186,146.2487,2010,63.77
MOE SOUTH,-38.2186,146.2487,2020,82.9
MOE SOUTH,-38.2186,146.2487,2030,81.27
YARRAGON SOUTH,-38.2741,146.0914,2010,82.1
YARRAGON SOUTH,-38.2741,146.0914,2020,87.02
YARRAGON SOUTH,-38.2741,146.0914,2030,91.55
NILMA NORTH (WARRAGUL),-38.1321,145.9865,2020,74.33
NILMA NORTH (WARRAGUL),-38.1321,145.9865,2030,77.12
EAST SALE AIRPORT,-38.1016,147.1398,2020,46.15
EAST SALE AIRPORT,-38.1016,147.1398,2030,51.22
MOUNT ECCLES (FAIRBANK),-38.4099,145.9462,2020,82.05
MOUNT ECCLES (FAIRBANK),-38.4099,145.9462,2030,81.13
ATHLONE,-38.2500,145.7667,1960,90.39
ATHLONE,-38.2500,145.7667,2030,83.26
BALNARRING BEACH,-38.4000,145.1333,1950,63.21
BALNARRING BEACH,-38.4000,145.1333,2030,67.37
BALWYN NORTH,-37.8000,145.0500,1930,53.84
BALWYN NORTH,-37.8000,145.0500,1940,61.37
BALWYN NORTH,-37.8000,145.0500,1950,57.66
BALWYN NORTH,-37.8000,145.0500,1960,66.95
BALWYN NORTH,-37.8000,145.0500,2030,60.2
BALWYN BELMORE GRANGE,-37.8047,145.0961,1930,54.17
BALWYN BELMORE GRANGE,-37.8047,145.0961,1940,62.75
BALWYN BELMORE GRANGE,-37.8047,145.0961,1950,59.28
BALWYN BELMORE GRANGE,-37.8047,145.0961,2030,60.47
BEACONSFIELD UPPER,-38.0000,145.3500,1900,97.27
BEACONSFIELD UPPER,-38.0000,145.3500,1910,75.67
BEACONSFIELD UPPER,-38.0000,145.3500,1920,79.65
BEACONSFIELD UPPER,-38.0000,145.3500,1930,81.5
BEACONSFIELD UPPER,-38.0000,145.3500,1940,88.14
BEACONSFIELD UPPER,-38.0000,145.3500,1950,91.79
BEACONSFIELD UPPER,-38.0000,145.3500,1960,101.03
BEACONSFIELD UPPER,-38.0000,145.3500,2030,85.93
BEENAK,-37.9000,145.6000,1880,116.66
BEENAK,-37.9000,145.6000,1890,133.65
BEENAK,-37.9000,145.6000,1900,123.11
BEENAK,-37.9000,145.6000,1910,121.14
BEENAK,-37.9000,145.6000,1920,118.93
BEENAK,-37.9000,145.6000,1930,115.68
BEENAK,-37.9000,145.6000,1940,118.75
BEENAK,-37.9000,145.6000,1950,107.27
BEENAK,-37.9000,145.6000,2030,120.0
BENTLEIGH,-37.9279,145.0749,1940,57.65
BENTLEIGH,-37.9279,145.0749,1950,65.61
BENTLEIGH,-37.9279,145.0749,1960,75.86
BENTLEIGH,-37.9279,145.0749,1970,59.15
BENTLEIGH,-37.9279,145.0749,1980,65.35
BENTLEIGH,-37.9279,145.0749,1990,56.81
BENTLEIGH,-37.9279,145.0749,2000,66.98
BENTLEIGH,-37.9279,145.0749,2030,62.99
BLACK ROCK,-37.9667,145.0167,1950,56.38
BLACK ROCK,-37.9667,145.0167,2030,57.82
BLACK SPUR THE HERMITAGE,-37.5667,145.6500,1910,129.16
BLACK SPUR THE HERMITAGE,-37.5667,145.6500,1920,131.38
BLACK SPUR THE HERMITAGE,-37.5667,145.6500,1940,136.19
BLACK SPUR THE HERMITAGE,-37.5667,145.6500,1950,123.5
BLACK SPUR THE HERMITAGE,-37.5667,145.6500,2030,129.8
BLACK SPUR,-37.5909,145.6236,1910,149.4
BLACK SPUR,-37.5909,145.6236,1920,137.77
BLACK SPUR,-37.5909,145.6236,1930,132.6
BLACK SPUR,-37.5909,145.6236,1940,148.02
BLACK SPUR,-37.5909,145.6236,1950,136.05
BLACK SPUR,-37.5909,145.6236,1960,158.45
BLACK SPUR,-37.5909,145.6236,1970,132.75
BLACK SPUR,-37.5909,145.6236,1980,141.84
BLACK SPUR,-37.5909,145.6236,1990,135.78
BLACK SPUR,-37.5909,145.6236,2000,127.19
BLACK SPUR,-37.5909,145.6236,2010,112.62
BLACK SPUR,-37.5909,145.6236,2030,135.61
BORONIA 1,-37.8500,145.3000,1940,90.73
BORONIA 1,-37.8500,145.3000,1950,78.69
BORONIA 1,-37.8500,145.3000,1960,84.13
BORONIA 1,-37.8500,145.3000,1970,72.33
BORONIA 1,-37.8500,145.3000,2030,80.55
BOX HILL SOUTH,-37.8333,145.1500,1950,57.32
BOX HILL SOUTH,-37.8333,145.1500,1960,71.14
BOX HILL SOUTH,-37.8333,145.1500,2030,65.36
BOX HILL AGED MENS RETREAT,-37.8364,145.1364,1920,80.9
BOX HILL AGED MENS RETREAT,-37.8364,145.1364,1930,59.64
BOX HILL AGED MENS RETREAT,-37.8364,145.1364,1940,61.25
BOX HILL AGED MENS RETREAT,-37.8364,145.1364,1950,63.57
BOX HILL AGED MENS RETREAT,-37.8364,145.1364,1960,72.45
BOX HILL AGED MENS RETREAT,-37.8364,145.1364,1970,62.2
BOX HILL AGED MENS RETREAT,-37.8364,145.1364,1980,72.72
BOX HILL AGED MENS RETREAT,-37.8364,145.1364,1990,65.11
BOX HILL AGED MENS RETREAT,-37.8364,145.1364,2030,66.08
BURNLEY,-37.8000,145.0000,1920,49.48
BURNLEY,-37.8000,145.0000,1930,54.14
BURNLEY,-37.8000,145.0000,1940,55.79
BURNLEY,-37.8000,145.0000,1950,56.11
BURNLEY,-37.8000,145.0000,1960,64.33
BURNLEY,-37.8000,145.0000,2030,55.73
BURWOOD BOUNDARY ROAD,-37.8667,145.1500,1930,50.26
BURWOOD BOUNDARY ROAD,-37.8667,145.1500,1940,58.52
BURWOOD BOUNDARY ROAD,-37.8667,145.1500,1950,60.48
BURWOOD BOUNDARY ROAD,-37.8667,145.1500,1960,63.62
BURWOOD BOUNDARY ROAD,-37.8667,145.1500,2030,60.26
BURWOOD EAST,-37.8500,145.2000,1920,68.71
BURWOOD EAST,-37.8500,145.2000,1930,63.89
BURWOOD EAST,-37.8500,145.2000,1940,67.97
BURWOOD EAST,-37.8500,145.2000,1950,69.26
BURWOOD EAST,-37.8500,145.2000,1960,77.85
BURWOOD EAST,-37.8500,145.2000,2030,68.57
CANTERBURY,-37.8000,145.0500,1920,64.07
CANTERBURY,-37.8000,145.0500,1930,62.14
CANTERBURY,-37.8000,145.0500,1940,68.29
CANTERBURY,-37.8000,145.0500,1950,69.53
CANTERBURY,-37.8000,145.0500,1960,78.09
CANTERBURY,-37.8000,145.0500,2030,67.83
CAPE SCHANCK LIGHTHOUSE,-38.4931,144.8858,1880,64.56
CAPE SCHANCK LIGHTHOUSE,-38.4931,144.8858,1890,61.76
CAPE SCHANCK LIGHTHOUSE,-38.4931,144.8858,1900,65.11
CAPE SCHANCK LIGHTHOUSE,-38.4931,144.8858,1910,59.97
CAPE SCHANCK LIGHTHOUSE,-38.4931,144.8858,1920,58.46
CAPE SCHANCK LIGHTHOUSE,-38.4931,144.8858,1930,57.45
CAPE SCHANCK LIGHTHOUSE,-38.4931,144.8858,1950,67.65
CAPE SCHANCK LIGHTHOUSE,-38.4931,144.8858,1960,69.1
CAPE SCHANCK LIGHTHOUSE,-38.4931,144.8858,1970,60.43
CAPE SCHANCK LIGHTHOUSE,-38.4931,144.8858,1980,61.7
CAPE SCHANCK LIGHTHOUSE,-38.4931,144.8858,1990,60.59
CAPE SCHANCK LIGHTHOUSE,-38.4931,144.8858,2030,62.51
CAULFIELD (RACECOURSE),-37.8795,145.0368,1890,63.69
CAULFIELD (RACECOURSE),-37.8795,145.0368,1900,57.31
CAULFIELD (RACECOURSE),-37.8795,145.0368,1910,59.08
CAULFIELD (RACECOURSE),-37.8795,145.0368,1920,59.04
CAULFIELD (RACECOURSE),-37.8795,145.0368,1930,53.32
CAULFIELD (RACECOURSE),-37.8795,145.0368,1940,59.98
CAULFIELD (RACECOURSE),-37.8795,145.0368,1950,61.04
CAULFIELD (RACECOURSE),-37.8795,145.0368,1960,73.91
CAULFIELD (RACECOURSE),-37.8795,145.0368,1970,62.91
CAULFIELD (RACECOURSE),-37.8795,145.0368,1980,66.24
CAULFIELD (RACECOURSE),-37.8795,145.0368,1990,59.13
CAULFIELD (RACECOURSE),-37.8795,145.0368,2000,59.86
CAULFIELD (RACECOURSE),-37.8795,145.0368,2010,50.77
CAULFIELD (RACECOURSE),-37.8795,145.0368,2020,54.43
CAULFIELD (RACECOURSE),-37.8795,145.0368,2030,59.83
CAULFIELD SOUTH,-37.9000,145.0333,1940,45.4
CAULFIELD SOUTH,-37.9000,145.0333,1950,59.61
CAULFIELD SOUTH,-37.9000,145.0333,1960,66.42
CAULFIELD SOUTH,-37.9000,145.0333,1970,58.1
CAULFIELD SOUTH,-37.9000,145.0333,2030,59.64
CHELTENHAM KINGSTON CENTRE,-37.9550,145.0783,1920,72.15
CHELTENHAM KINGSTON CENTRE,-37.9550,145.0783,1930,64.02
CHELTENHAM KINGSTON CENTRE,-37.9550,145.0783,1940,63.8
CHELTENHAM KINGSTON CENTRE,-37.9550,145.0783,1950,62.7
CHELTENHAM KINGSTON CENTRE,-37.9550,145.0783,1960,68.59
CHELTENHAM KINGSTON CENTRE,-37.9550,145.0783,1970,62.54
CHELTENHAM KINGSTON CENTRE,-37.9550,145.0783,1980,62.45
CHELTENHAM KINGSTON CENTRE,-37.9550,145.0783,1990,56.84
CHELTENHAM KINGSTON CENTRE,-37.9550,145.0783,2000,60.29
CHELTENHAM KINGSTON CENTRE,-37.9550,145.0783,2010,45.16
CHELTENHAM KINGSTON CENTRE,-37.9550,145.0783,2020,41.75
CHELTENHAM KINGSTON CENTRE,-37.9550,145.0783,2030,59.11
CHRISTMAS HILLS,-37.6500,145.3000,1930,56.29
CHRISTMAS HILLS,-37.6500,145.3000,1940,58.92
CHRISTMAS HILLS,-37.6500,145.3000,1950,67.77
CHRISTMAS HILLS,-37.6500,145.3000,2030,62.63
CLEMATIS,-37.9333,145.4000,1950,92.33
CLEMATIS,-37.9333,145.4000,1960,98.96
CLEMATIS,-37.9333,145.4000,2030,97.06
CLYDE STATE SCHOOL,-38.1000,145.3000,1890,68.28
CLYDE STATE SCHOOL,-38.1000,145.3000,1900,63.43
CLYDE STATE SCHOOL,-38.1000,145.3000,1910,62.86
CLYDE STATE SCHOOL,-38.1000,145.3000,1920,62.47
CLYDE STATE SCHOOL,-38.1000,145.3000,1930,59.75
CLYDE STATE SCHOOL,-38.1000,145.3000,1940,65.19
CLYDE STATE SCHOOL,-38.1000,145.3000,1950,70.55
CLYDE STATE SCHOOL,-38.1000,145.3000,2030,65.5
COBURG,-37.7500,144.9667,1930,57.52
COBURG,-37.7500,144.9667,1940,57.83
COBURG,-37.7500,144.9667,1950,55.18
COBURG,-37.7500,144.9667,1960,62.35
COBURG,-37.7500,144.9667,2030,57.69
COWES,-38.4833,145.2667,1890,64.6
COWES,-38.4833,145.2667,1900,66.48
COWES,-38.4833,145.2667,1910,64.08
COWES,-38.4833,145.2667,1920,62.03
COWES,-38.4833,145.2667,1930,59.79
COWES,-38.4833,145.2667,1940,62.93
COWES,-38.4833,145.2667,1950,65.52
COWES,-38.4833,145.2667,1960,65.54
COWES,-38.4833,145.2667,1970,59.94
COWES,-38.4833,145.2667,2030,63.4
CROYDON STATE SCHOOL,-37.8000,145.3000,1910,69.37
CROYDON STATE SCHOOL,-37.8000,145.3000,1920,74.07
CROYDON STATE SCHOOL,-37.8000,145.3000,1930,67.14
CROYDON STATE SCHOOL,-37.8000,145.3000,1940,76.48
