Name,Lat,Long,Year,Mean
WARRACKNABEAL (EARLSTAN),-36.2705,142.2165,1960,35.02
WARRACKNABEAL (EARLSTAN),-36.2705,142.2165,1970,30.62
WARRACKNABEAL (EARLSTAN),-36.2705,142.2165,1980,37.19
WARRACKNABEAL (EARLSTAN),-36.2705,142.2165,1990,32.47
WARRACKNABEAL (EARLSTAN),-36.2705,142.2165,2000,32.77
WARRACKNABEAL (EARLSTAN),-36.2705,142.2165,2010,29.47
WARRACKNABEAL (EARLSTAN),-36.2705,142.2165,2020,29.51
WARRACKNABEAL (EARLSTAN),-36.2705,142.2165,2030,31.11
WATCHEM,-36.1481,142.8597,1910,32.93
WATCHEM,-36.1481,142.8597,1920,29.51
WATCHEM,-36.1481,142.8597,1930,27.2
WATCHEM,-36.1481,142.8597,1940,27.87
WATCHEM,-36.1481,142.8597,1950,28.97
WATCHEM,-36.1481,142.8597,1960,35.62
WATCHEM,-36.1481,142.8597,1970,28.46
WATCHEM,-36.1481,142.8597,1980,37.06
WATCHEM,-36.1481,142.8597,1990,32.98
WATCHEM,-36.1481,142.8597,2010,32.08
WATCHEM,-36.1481,142.8597,2020,30.1
WATCHEM,-36.1481,142.8597,2030,31.74
NHILL (WOORAK),-36.2891,141.7432,1890,37.36
NHILL (WOORAK),-36.2891,141.7432,1900,35.72
NHILL (WOORAK),-36.2891,141.7432,1910,34.56
NHILL (WOORAK),-36.2891,141.7432,1920,32.9
NHILL (WOORAK),-36.2891,141.7432,1930,38.88
NHILL (WOORAK),-36.2891,141.7432,1940,31.73
NHILL (WOORAK),-36.2891,141.7432,1950,35.4
NHILL (WOORAK),-36.2891,141.7432,1960,35.97
NHILL (WOORAK),-36.2891,141.7432,1970,32.13
NHILL (WOORAK),-36.2891,141.7432,1980,37.54
NHILL (WOORAK),-36.2891,141.7432,1990,34.07
NHILL (WOORAK),-36.2891,141.7432,2000,33.31
NHILL (WOORAK),-36.2891,141.7432,2010,29.84
NHILL (WOORAK),-36.2891,141.7432,2020,29.26
NHILL (WOORAK),-36.2891,141.7432,2030,34.14
WOOROONOOK,-36.2483,143.1793,1890,42.45
WOOROONOOK,-36.2483,143.1793,1900,30.83
WOOROONOOK,-36.2483,143.1793,1910,30.68
WOOROONOOK,-36.2483,143.1793,1920,29.96
WOOROONOOK,-36.2483,143.1793,1930,27.85
WOOROONOOK,-36.2483,143.1793,1940,28.32
WOOROONOOK,-36.2483,143.1793,1950,27.87
WOOROONOOK,-36.2483,143.1793,1960,32.56
WOOROONOOK,-36.2483,143.1793,1970,29.85
WOOROONOOK,-36.2483,143.1793,1980,38.03
WOOROONOOK,-36.2483,143.1793,1990,31.94
WOOROONOOK,-36.2483,143.1793,2000,33.19
WOOROONOOK,-36.2483,143.1793,2010,29.42
WOOROONOOK,-36.2483,143.1793,2030,31.27
WYCHEPROOF,-36.0775,143.2268,1890,32.38
WYCHEPROOF,-36.0775,143.2268,1900,30.45
WYCHEPROOF,-36.0775,143.2268,1910,27.4
WYCHEPROOF,-36.0775,143.2268,1920,31.69
WYCHEPROOF,-36.0775,143.2268,1930,30.33
WYCHEPROOF,-36.0775,143.2268,1940,31.56
WYCHEPROOF,-36.0775,143.2268,1950,31.6
WYCHEPROOF,-36.0775,143.2268,1960,38.23
WYCHEPROOF,-36.0775,143.2268,1970,30.77
WYCHEPROOF,-36.0775,143.2268,1980,37.42
WYCHEPROOF,-36.0775,143.2268,1990,31.2
WYCHEPROOF,-36.0775,143.2268,2000,31.8
WYCHEPROOF,-36.0775,143.2268,2020,25.5
WYCHEPROOF,-36.0775,143.2268,2030,31.37
YANAC NORTH,-36.1114,141.4182,1890,45.8
YANAC NORTH,-36.1114,141.4182,1900,34.12
YANAC NORTH,-36.1114,141.4182,1910,39.19
YANAC NORTH,-36.1114,141.4182,1920,31.9
YANAC NORTH,-36.1114,141.4182,1930,30.75
YANAC NORTH,-36.1114,141.4182,1940,32.06
YANAC NORTH,-36.1114,141.4182,1950,34.48
YANAC NORTH,-36.1114,141.4182,1960,34.71
YANAC NORTH,-36.1114,141.4182,1970,29.21
YANAC NORTH,-36.1114,141.4182,1980,37.97
YANAC NORTH,-36.1114,141.4182,1990,31.96
YANAC NORTH,-36.1114,141.4182,2000,33.45
YANAC NORTH,-36.1114,141.4182,2010,30.66
YANAC NORTH,-36.1114,141.4182,2020,30.89
YANAC NORTH,-36.1114,141.4182,2030,33.35
LAKE HINDMARSH WEST,-36.1000,141.9000,1910,31.06
LAKE HINDMARSH WEST,-36.1000,141.9000,1920,28.4
LAKE HINDMARSH WEST,-36.1000,141.9000,1930,27.95
LAKE HINDMARSH WEST,-36.1000,141.9000,2030,28.42
WAIL,-36.5167,142.1667,1960,39.31
WAIL,-36.5167,142.1667,2030,34.88
JUNGKUM,-36.5333,141.6333,1960,41.47
JUNGKUM,-36.5333,141.6333,1970,36.05
JUNGKUM,-36.5333,141.6333,2030,38.98
NATEYIP,-36.5500,141.2333,1960,43.47
NATEYIP,-36.5500,141.2333,1970,40.95
NATEYIP,-36.5500,141.2333,2030,43.17
AREEGRA,-36.3000,142.6000,1890,36.17
AREEGRA,-36.3000,142.6000,1900,30.46
AREEGRA,-36.3000,142.6000,1910,31.0
AREEGRA,-36.3000,142.6000,1920,29.49
AREEGRA,-36.3000,142.6000,1930,27.59
AREEGRA,-36.3000,142.6000,2030,30.33
BAKER,-36.1000,141.6000,1900,31.18
BAKER,-36.1000,141.6000,1910,28.56
BAKER,-36.1000,141.6000,1920,24.74
BAKER,-36.1000,141.6000,2030,26.1
BOOLITE,-36.3000,142.7000,1920,30.43
BOOLITE,-36.3000,142.7000,1930,26.73
BOOLITE,-36.3000,142.7000,2030,29.29
BRIM (BOSWELL PARK),-36.0833,142.4167,1890,38.19
BRIM (BOSWELL PARK),-36.0833,142.4167,1900,28.2
BRIM (BOSWELL PARK),-36.0833,142.4167,1910,28.59
BRIM (BOSWELL PARK),-36.0833,142.4167,1920,31.22
BRIM (BOSWELL PARK),-36.0833,142.4167,2030,29.73
BROUGHTON,-36.1500,141.3500,1910,37.64
BROUGHTON,-36.1500,141.3500,2030,35.35
BURREREO,-36.5167,142.7167,1900,25.27
BURREREO,-36.5167,142.7167,1910,34.77
BURREREO,-36.5167,142.7167,1920,33.37
BURREREO,-36.5167,142.7167,2030,33.23
CARRON NULLAWELL FARM,-36.2500,142.7500,1890,47.94
CARRON NULLAWELL FARM,-36.2500,142.7500,1900,31.49
CARRON NULLAWELL FARM,-36.2500,142.7500,1910,29.49
CARRON NULLAWELL FARM,-36.2500,142.7500,2030,32.31
CORACK EAST 2,-36.1000,143.1000,1930,28.11
CORACK EAST 2,-36.1000,143.1000,1940,31.23
CORACK EAST 2,-36.1000,143.1000,2030,30.34
DONALD (BANYENONG),-36.3833,142.9833,1880,31.82
DONALD (BANYENONG),-36.3833,142.9833,1890,34.14
DONALD (BANYENONG),-36.3833,142.9833,1900,31.81
DONALD (BANYENONG),-36.3833,142.9833,2030,32.8
JUNG JUNG NORTH,-36.6000,142.4000,1900,30.68
JUNG JUNG NORTH,-36.6000,142.4000,1910,30.58
JUNG JUNG NORTH,-36.6000,142.4000,1920,31.56
JUNG JUNG NORTH,-36.6000,142.4000,2030,31.55
LOCKHART,-36.3667,141.9833,1890,52.41
LOCKHART,-36.3667,141.9833,1900,40.28
LOCKHART,-36.3667,141.9833,1910,39.51
LOCKHART,-36.3667,141.9833,2030,40.05
MINYIP,-36.4500,142.6000,1900,28.63
MINYIP,-36.4500,142.6000,1910,33.41
MINYIP,-36.4500,142.6000,2030,32.35
MIRAM (LAWBIT WEST),-36.4000,141.3000,1910,45.7
MIRAM (LAWBIT WEST),-36.4000,141.3000,1920,37.2
MIRAM (LAWBIT WEST),-36.4000,141.3000,1930,36.75
MIRAM (LAWBIT WEST),-36.4000,141.3000,2030,38.13
MOUNT JEFFCOTT,-36.3000,143.1500,1890,38.72
MOUNT JEFFCOTT,-36.3000,143.1500,1900,32.46
MOUNT JEFFCOTT,-36.3000,143.1500,1910,30.43
MOUNT JEFFCOTT,-36.3000,143.1500,2030,31.72
NI NI WELL,-36.2500,141.8000,1900,34.12
NI NI WELL,-36.2500,141.8000,1910,31.56
NI NI WELL,-36.2500,141.8000,1920,29.22
NI NI WELL,-36.2500,141.8000,2030,31.17
PIMPINIO,-36.6000,142.1000,1920,34.57
PIMPINIO,-36.6000,142.1000,2030,33.84
KINMAKATKA,-36.4333,141.5667,2030,41.08
TALLAGEIRA,-36.8000,141.0000,1910,52.86
TALLAGEIRA,-36.8000,141.0000,2030,48.07
TARRANGINNIE,-36.3000,141.5000,1910,36.46
TARRANGINNIE,-36.3000,141.5000,1920,31.18
TARRANGINNIE,-36.3000,141.5000,2030,33.57
WARRACKNABEAL 2,-36.2500,142.4000,1880,30.97
WARRACKNABEAL 2,-36.2500,142.4000,1890,33.11
WARRACKNABEAL 2,-36.2500,142.4000,1900,32.57
WARRACKNABEAL 2,-36.2500,142.4000,1910,31.95
WARRACKNABEAL 2,-36.2500,142.4000,1920,31.89
WARRACKNABEAL 2,-36.2500,142.4000,1930,31.22
WARRACKNABEAL 2,-36.2500,142.4000,1940,32.68
WARRACKNABEAL 2,-36.2500,142.4000,2030,32.13
WILLIMABRINA NORTH,-36.0500,142.2000,1910,33.07
WILLIMABRINA NORTH,-36.0500,142.2000,1920,27.01
WILLIMABRINA NORTH,-36.0500,142.2000,2030,29.04
WINIAM,-36.4000,141.7000,1910,39.05
WINIAM,-36.4000,141.7000,2030,36.83
WINIAM CLEAR BANK,-36.4000,141.7000,1910,35.04
WINIAM CLEAR BANK,-36.4000,141.7000,1920,34.27
WINIAM CLEAR BANK,-36.4000,141.7000,1930,33.15
WINIAM CLEAR BANK,-36.4000,141.7000,1940,30.87
WINIAM CLEAR BANK,-36.4000,141.7000,2030,33.39
TELOPEA DOWNS,-36.1000,141.1000,1960,29.63
TELOPEA DOWNS,-36.1000,141.1000,1970,29.99
TELOPEA DOWNS,-36.1000,141.1000,2030,30.28
DONALD,-36.3611,143.0038,1970,27.97
DONALD,-36.3611,143.0038,1980,36.71
DONALD,-36.3611,143.0038,1990,32.27
DONALD,-36.3611,143.0038,2000,32.82
DONALD,-36.3611,143.0038,2010,29.38
DONALD,-36.3611,143.0038,2020,29.59
DONALD,-36.3611,143.0038,2030,32.03
KANIVA COMPARISON,-36.3721,141.2422,2030,40.07
YANIPY,-36.4250,141.3347,1970,35.35
YANIPY,-36.4250,141.3347,1980,40.74
YANIPY,-36.4250,141.3347,2030,38.59
SERVICETON NORTH,-36.2131,140.9956,1970,35.46
SERVICETON NORTH,-36.2131,140.9956,1980,38.96
SERVICETON NORTH,-36.2131,140.9956,1990,35.97
SERVICETON NORTH,-36.2131,140.9956,2030,36.52
KEWELL (HOMESTEAD),-36.4667,142.4000,1970,39.48
KEWELL (HOMESTEAD),-36.4667,142.4000,1980,39.32
KEWELL (HOMESTEAD),-36.4667,142.4000,2030,37.04
WARRACKNABEAL MUSEUM,-36.2614,142.4050,1970,34.14
WARRACKNABEAL MUSEUM,-36.2614,142.4050,1980,36.64
WARRACKNABEAL MUSEUM,-36.2614,142.4050,1990,32.12
WARRACKNABEAL MUSEUM,-36.2614,142.4050,2000,33.75
WARRACKNABEAL MUSEUM,-36.2614,142.4050,2010,30.1
WARRACKNABEAL MUSEUM,-36.2614,142.4050,2030,32.47
KANIVA,-36.3725,141.2427,1890,49.05
KANIVA,-36.3725,141.2427,1900,34.05
KANIVA,-36.3725,141.2427,1910,34.34
KANIVA,-36.3725,141.2427,1920,35.6
KANIVA,-36.3725,141.2427,1930,37.85
KANIVA,-36.3725,141.2427,1940,36.62
KANIVA,-36.3725,141.2427,1950,39.96
KANIVA,-36.3725,141.2427,1960,40.77
KANIVA,-36.3725,141.2427,1970,36.26
KANIVA,-36.3725,141.2427,1980,41.43
KANIVA,-36.3725,141.2427,1990,37.71
KANIVA,-36.3725,141.2427,2000,36.2
KANIVA,-36.3725,141.2427,2010,31.71
KANIVA,-36.3725,141.2427,2020,32.72
KANIVA,-36.3725,141.2427,2030,37.28
KATYIL NORTH,-36.2833,142.1333,2030,33.68
ANTWERP,-36.2964,142.0243,1900,30.57
ANTWERP,-36.2964,142.0243,1910,31.06
ANTWERP,-36.2964,142.0243,1920,32.07
ANTWERP,-36.2964,142.0243,1930,30.2
ANTWERP,-36.2964,142.0243,1940,29.05
ANTWERP,-36.2964,142.0243,1950,34.01
ANTWERP,-36.2964,142.0243,1960,36.53
ANTWERP,-36.2964,142.0243,1970,30.15
ANTWERP,-36.2964,142.0243,1980,36.45
ANTWERP,-36.2964,142.0243,1990,30.63
ANTWERP,-36.2964,142.0243,2000,30.06
ANTWERP,-36.2964,142.0243,2010,24.41
ANTWERP,-36.2964,142.0243,2030,31.23
BLACKHEATH,-36.4500,141.3000,1890,38.82
BLACKHEATH,-36.4500,141.3000,1900,31.14
BLACKHEATH,-36.4500,141.3000,2030,32.96
WARRACKNABEAL (EARLSTAN COMPARISON),-36.2705,142.2162,2030,36.1
YELLANGIP (BRICKLE ROAD),-36.1000,142.3000,1900,27.68
YELLANGIP (BRICKLE ROAD),-36.1000,142.3000,1910,31.1
YELLANGIP (BRICKLE ROAD),-36.1000,142.3000,1920,29.77
YELLANGIP (BRICKLE ROAD),-36.1000,142.3000,2030,29.3
WATCHEM (MOONA),-36.1000,142.9500,1890,37.04
WATCHEM (MOONA),-36.1000,142.9500,1900,30.12
WATCHEM (MOONA),-36.1000,142.9500,2030,30.7
JEPARIT,-36.1442,141.9928,1900,30.15
JEPARIT,-36.1442,141.9928,1910,31.71
JEPARIT,-36.1442,141.9928,1920,33.43
JEPARIT,-36.1442,141.9928,1930,30.85
JEPARIT,-36.1442,141.9928,1940,29.84
JEPARIT,-36.1442,141.9928,1950,33.55
JEPARIT,-36.1442,141.9928,1960,35.34
JEPARIT,-36.1442,141.9928,1970,30.16
JEPARIT,-36.1442,141.9928,1980,34.51
JEPARIT,-36.1442,141.9928,1990,31.22
JEPARIT,-36.1442,141.9928,2000,31.44
JEPARIT,-36.1442,141.9928,2010,28.45
JEPARIT,-36.1442,141.9928,2020,28.25
JEPARIT,-36.1442,141.9928,2030,31.73
YANAC NORTH COMPARISON,-36.1147,141.4612,2030,36.0
DONALD COMPARISON,-36.3611,143.0038,2030,35.17
AMPHITHEATRE,-37.2000,143.4000,1900,50.62
AMPHITHEATRE,-37.2000,143.4000,1910,51.12
AMPHITHEATRE,-37.2000,143.4000,1920,44.27
AMPHITHEATRE,-37.2000,143.4000,1930,51.82
AMPHITHEATRE,-37.2000,143.4000,1940,49.25
AMPHITHEATRE,-37.2000,143.4000,1950,50.99
AMPHITHEATRE,-37.2000,143.4000,1960,62.37
AMPHITHEATRE,-37.2000,143.4000,1970,50.21
AMPHITHEATRE,-37.2000,143.4000,2030,51.33
APSLEY,-37.0000,141.1000,1890,49.51
APSLEY,-37.0000,141.1000,1900,50.17
APSLEY,-37.0000,141.1000,1910,53.79
APSLEY,-37.0000,141.1000,1920,48.27
APSLEY,-37.0000,141.1000,1930,49.94
APSLEY,-37.0000,141.1000,1940,45.56
APSLEY,-37.0000,141.1000,2030,49.52
BARKLY,-36.9532,143.1976,1910,46.49
BARKLY,-36.9532,143.1976,1920,47.7
BARKLY,-36.9532,143.1976,1930,41.64
BARKLY,-36.9532,143.1976,1940,40.55
BARKLY,-36.9532,143.1976,1950,45.63
BARKLY,-36.9532,143.1976,1960,53.44
BARKLY,-36.9532,143.1976,1970,42.33
BARKLY,-36.9532,143.1976,1980,47.31
BARKLY,-36.9532,143.1976,1990,44.82
BARKLY,-36.9532,143.1976,2000,44.96
BARKLY,-36.9532,143.1976,2010,37.8
BARKLY,-36.9532,143.1976,2020,37.69
BARKLY,-36.9532,143.1976,2030,44.08
BEAZLEYS BRIDGE,-36.6994,143.1594,1900,30.93
BEAZLEYS BRIDGE,-36.6994,143.1594,1910,42.33
BEAZLEYS BRIDGE,-36.6994,143.1594,1920,40.8
BEAZLEYS BRIDGE,-36.6994,143.1594,1930,39.49
BEAZLEYS BRIDGE,-36.6994,143.1594,1950,36.25
BEAZLEYS BRIDGE,-36.6994,143.1594,1960,43.21
BEAZLEYS BRIDGE,-36.6994,143.1594,1970,38.09
BEAZLEYS BRIDGE,-36.6994,143.1594,1980,45.45
BEAZLEYS BRIDGE,-36.6994,143.1594,1990,40.01
BEAZLEYS BRIDGE,-36.6994,143.1594,2000,41.63
BEAZLEYS BRIDGE,-36.6994,143.1594,2010,32.82
BEAZLEYS BRIDGE,-36.6994,143.1594,2020,32.09
BEAZLEYS BRIDGE,-36.6994,143.1594,2030,38.97
BELLELLEN,-37.1500,142.6500,1910,43.09
BELLELLEN,-37.1500,142.6500,1920,46.44
BELLELLEN,-37.1500,142.6500,1930,48.29
BELLELLEN,-37.1500,142.6500,1940,45.41
BELLELLEN,-37.1500,142.6500,1950,49.59
BELLELLEN,-37.1500,142.6500,1960,55.37
BELLELLEN,-37.1500,142.6500,1970,46.46
BELLELLEN,-37.1500,142.6500,1980,53.46
BELLELLEN,-37.1500,142.6500,2030,48.62
BRINGALBERT (APSLEY),-36.8500,141.2000,1940,43.91
BRINGALBERT (APSLEY),-36.8500,141.2000,1950,49.85
BRINGALBERT (APSLEY),-36.8500,141.2000,2030,47.35
BURRUM,-36.6000,142.7000,1930,56.74
BURRUM,-36.6000,142.7000,1940,32.1
BURRUM,-36.6000,142.7000,1950,33.41
BURRUM,-36.6000,142.7000,2030,32.97
CHARAM,-36.9833,141.4667,1910,48.5
CHARAM,-36.9833,141.4667,1920,46.1
CHARAM,-36.9833,141.4667,1930,48.91
CHARAM,-36.9833,141.4667,1940,44.89
CHARAM,-36.9833,141.4667,1950,51.13
CHARAM,-36.9833,141.4667,1960,53.59
CHARAM,-36.9833,141.4667,1970,46.9
CHARAM,-36.9833,141.4667,1980,50.52
CHARAM,-36.9833,141.4667,2030,48.66
CLEAR LAKE,-36.9389,141.8713,1910,46.22
CLEAR LAKE,-36.9389,141.8713,1920,37.92
CLEAR LAKE,-36.9389,141.8713,1930,38.34
CLEAR LAKE,-36.9389,141.8713,1940,37.52
CLEAR LAKE,-36.9389,141.8713,1950,46.2
CLEAR LAKE,-36.9389,141.8713,1960,47.53
CLEAR LAKE,-36.9389,141.8713,1970,41.1
CLEAR LAKE,-36.9389,141.8713,1980,47.85
CLEAR LAKE,-36.9389,141.8713,1990,41.06
CLEAR LAKE,-36.9389,141.8713,2000,40.76
CLEAR LAKE,-36.9389,141.8713,2010,37.32
CLEAR LAKE,-36.9389,141.8713,2020,35.06
CLEAR LAKE,-36.9389,141.8713,2030,41.2
CROWLANDS (WOODLANDS),-37.1000,143.1000,1890,49.3
CROWLANDS (WOODLANDS),-37.1000,143.1000,1900,43.64
CROWLANDS (WOODLANDS),-37.1000,143.1000,1910,44.17
CROWLANDS (WOODLANDS),-37.1000,143.1000,1920,41.49
CROWLANDS (WOODLANDS),-37.1000,143.1000,1930,43.19
CROWLANDS (WOODLANDS),-37.1000,143.1000,1940,38.95
CROWLANDS (WOODLANDS),-37.1000,143.1000,1950,46.44
CROWLANDS (WOODLANDS),-37.1000,143.1000,1960,49.98
CROWLANDS (WOODLANDS),-37.1000,143.1000,2030,44.22
DRUNG DRUNG,-36.7768,142.3937,1910,29.2
DRUNG DRUNG,-36.7768,142.3937,1930,35.55
DRUNG DRUNG,-36.7768,142.3937,1940,32.46
DRUNG DRUNG,-36.7768,142.3937,1950,37.56
DRUNG DRUNG,-36.7768,142.3937,1960,42.77
DRUNG DRUNG,-36.7768,142.3937,1970,33.34
DRUNG DRUNG,-36.7768,142.3937,1980,42.92
DRUNG DRUNG,-36.7768,142.3937,1990,35.88
DRUNG DRUNG,-36.7768,142.3937,2000,37.46
DRUNG DRUNG,-36.7768,142.3937,2010,32.82
DRUNG DRUNG,-36.7768,142.3937,2020,33.44
DRUNG DRUNG,-36.7768,142.3937,2030,35.93
EDENHOPE (ELIZABETH ST),-37.0328,141.2840,1890,44.08
EDENHOPE (ELIZABETH ST),-37.0328,141.2840,1900,38.81
EDENHOPE (ELIZABETH ST),-37.0328,141.2840,1910,50.19
EDENHOPE (ELIZABETH ST),-37.0328,141.2840,1920,41.01
EDENHOPE (ELIZABETH ST),-37.0328,141.2840,1930,47.82
EDENHOPE (ELIZABETH ST),-37.0328,141.2840,1940,47.3
EDENHOPE (ELIZABETH ST),-37.0328,141.2840,1950,50.81
EDENHOPE (ELIZABETH ST),-37.0328,141.2840,1960,51.29
EDENHOPE (ELIZABETH ST),-37.0328,141.2840,1970,48.94
EDENHOPE (ELIZABETH ST),-37.0328,141.2840,1980,54.9
EDENHOPE (ELIZABETH ST),-37.0328,141.2840,1990,50.88
EDENHOPE (ELIZABETH ST),-37.0328,141.2840,2000,42.51
EDENHOPE (ELIZABETH ST),-37.0328,141.2840,2010,44.56
EDENHOPE (ELIZABETH ST),-37.0328,141.2840,2030,47.46
ELDERSLIE,-37.1000,141.0000,1930,55.97
ELDERSLIE,-37.1000,141.0000,1940,46.08
ELDERSLIE,-37.1000,141.0000,1950,51.9
ELDERSLIE,-37.1000,141.0000,1960,53.56
ELDERSLIE,-37.1000,141.0000,1970,46.41
ELDERSLIE,-37.1000,141.0000,2030,50.33
ELMHURST,-37.2000,143.3000,1890,49.86
ELMHURST,-37.2000,143.3000,1900,48.69
ELMHURST,-37.2000,143.3000,1910,53.64
ELMHURST,-37.2000,143.3000,1930,55.71
ELMHURST,-37.2000,143.3000,1940,52.97
ELMHURST,-37.2000,143.3000,1950,50.08
ELMHURST,-37.2000,143.3000,1960,57.09
ELMHURST,-37.2000,143.3000,1970,50.54
ELMHURST,-37.2000,143.3000,2030,52.34
EVERSLEY,-37.1778,143.1529,1890,63.52
EVERSLEY,-37.1778,143.1529,1900,60.08
EVERSLEY,-37.1778,143.1529,1910,51.11
EVERSLEY,-37.1778,143.1529,1920,45.51
EVERSLEY,-37.1778,143.1529,1930,49.96
EVERSLEY,-37.1778,143.1529,1940,45.17
EVERSLEY,-37.1778,143.1529,1950,46.11
EVERSLEY,-37.1778,143.1529,1960,49.39
EVERSLEY,-37.1778,143.1529,1970,44.77
EVERSLEY,-37.1778,143.1529,1980,52.99
EVERSLEY,-37.1778,143.1529,1990,52.31
EVERSLEY,-37.1778,143.1529,2000,51.73
EVERSLEY,-37.1778,143.1529,2010,44.55
EVERSLEY,-37.1778,143.1529,2030,49.29
GLENORCHY,-36.8721,142.6308,1920,41.39
GLENORCHY,-36.8721,142.6308,1930,41.75
GLENORCHY,-36.8721,142.6308,1940,39.88
GLENORCHY,-36.8721,142.6308,1950,43.27
GLENORCHY,-36.8721,142.6308,1960,46.21
GLENORCHY,-36.8721,142.6308,1970,38.99
GLENORCHY,-36.8721,142.6308,1980,50.94
GLENORCHY,-36.8721,142.6308,1990,42.74
GLENORCHY,-36.8721,142.6308,2000,42.51
GLENORCHY,-36.8721,142.6308,2010,36.89
GLENORCHY,-36.8721,142.6308,2020,31.26
GLENORCHY,-36.8721,142.6308,2030,41.43
WARRANOOKE (GLENORCHY),-36.7281,142.7303,1880,32.41
WARRANOOKE (GLENORCHY),-36.7281,142.7303,1890,37.85
WARRANOOKE (GLENORCHY),-36.7281,142.7303,1900,33.98
WARRANOOKE (GLENORCHY),-36.7281,142.7303,1910,34.43
WARRANOOKE (GLENORCHY),-36.7281,142.7303,1920,35.05
WARRANOOKE (GLENORCHY),-36.7281,142.7303,1930,36.01
WARRANOOKE (GLENORCHY),-36.7281,142.7303,1940,35.22
WARRANOOKE (GLENORCHY),-36.7281,142.7303,1950,35.15
WARRANOOKE (GLENORCHY),-36.7281,142.7303,1960,40.57
WARRANOOKE (GLENORCHY),-36.7281,142.7303,1970,32.75
WARRANOOKE (GLENORCHY),-36.7281,142.7303,1980,42.79
WARRANOOKE (GLENORCHY),-36.7281,142.7303,1990,39.84
WARRANOOKE (GLENORCHY),-36.7281,142.7303,2000,39.97
WARRANOOKE (GLENORCHY),-36.7281,142.7303,2010,34.83
WARRANOOKE (GLENORCHY),-36.7281,142.7303,2020,32.77
WARRANOOKE (GLENORCHY),-36.7281,142.7303,2030,36.55
GOROKE (POST OFFICE),-36.7181,141.4729,1890,51.69
GOROKE (POST OFFICE),-36.7181,141.4729,1910,41.1
GOROKE (POST OFFICE),-36.7181,141.4729,1920,41.39
GOROKE (POST OFFICE),-36.7181,141.4729,1930,42.95
GOROKE (POST OFFICE),-36.7181,141.4729,1940,39.25
GOROKE (POST OFFICE),-36.7181,141.4729,1950,43.95
GOROKE (POST OFFICE),-36.7181,141.4729,1960,46.87
GOROKE (POST OFFICE),-36.7181,141.4729,1970,42.38
GOROKE (POST OFFICE),-36.7181,141.4729,1980,47.99
GOROKE (POST OFFICE),-36.7181,141.4729,1990,42.0
GOROKE (POST OFFICE),-36.7181,141.4729,2000,39.78
GOROKE (POST OFFICE),-36.7181,141.4729,2010,31.56
GOROKE (POST OFFICE),-36.7181,141.4729,2020,37.77
GOROKE (POST OFFICE),-36.7181,141.4729,2030,41.9
GOROKE (KANGAWALL),-36.8267,141.4681,1900,23.1
GOROKE (KANGAWALL),-36.8267,141.4681,1910,42.0
GOROKE (KANGAWALL),-36.8267,141.4681,1920,40.17
GOROKE (KANGAWALL),-36.8267,141.4681,1930,42.36
GOROKE (KANGAWALL),-36.8267,141.4681,1940,40.28
GOROKE (KANGAWALL),-36.8267,141.4681,1950,49.21
GOROKE (KANGAWALL),-36.8267,141.4681,1960,45.57
GOROKE (KANGAWALL),-36.8267,141.4681,1970,40.86
GOROKE (KANGAWALL),-36.8267,141.4681,1980,42.63
GOROKE (KANGAWALL),-36.8267,141.4681,1990,40.9
GOROKE (KANGAWALL),-36.8267,141.4681,2030,42.28
GREAT WESTERN (SEPPELT),-37.1846,142.8553,1900,44.44
GREAT WESTERN (SEPPELT),-37.1846,142.8553,1910,44.15
GREAT WESTERN (SEPPELT),-37.1846,142.8553,1920,45.21
GREAT WESTERN (SEPPELT),-37.1846,142.8553,1930,45.48
GREAT WESTERN (SEPPELT),-37.1846,142.8553,1940,40.1
GREAT WESTERN (SEPPELT),-37.1846,142.8553,1950,42.24
GREAT WESTERN (SEPPELT),-37.1846,142.8553,1960,49.68
GREAT WESTERN (SEPPELT),-37.1846,142.8553,1970,45.12
GREAT WESTERN (SEPPELT),-37.1846,142.8553,1980,51.73
GREAT WESTERN (SEPPELT),-37.1846,142.8553,1990,49.52
GREAT WESTERN (SEPPELT),-37.1846,142.8553,2000,44.29
GREAT WESTERN (SEPPELT),-37.1846,142.8553,2010,42.14
GREAT WESTERN (SEPPELT),-37.1846,142.8553,2020,42.49
GREAT WESTERN (SEPPELT),-37.1846,142.8553,2030,45.28
HALLS GAP,-37.2000,142.5000,1880,73.03
HALLS GAP,-37.2000,142.5000,1890,79.09
HALLS GAP,-37.2000,142.5000,1900,71.72
HALLS GAP,-37.2000,142.5000,1910,72.21
HALLS GAP,-37.2000,142.5000,1920,71.93
HALLS GAP,-37.2000,142.5000,1930,77.74
HALLS GAP,-37.2000,142.5000,1940,74.78
HALLS GAP,-37.2000,142.5000,1950,78.87
HALLS GAP,-37.2000,142.5000,1960,90.79
HALLS GAP,-37.2000,142.5000,2030,76.6
HARROW (POST OFFICE),-37.1660,141.5919,1910,44.63
HARROW (POST OFFICE),-37.1660,141.5919,1920,44.34
HARROW (POST OFFICE),-37.1660,141.5919,1930,50.35
HARROW (POST OFFICE),-37.1660,141.5919,1940,46.63
HARROW (POST OFFICE),-37.1660,141.5919,1950,49.26
HARROW (POST OFFICE),-37.1660,141.5919,1960,51.2
HARROW (POST OFFICE),-37.1660,141.5919,1970,48.45
HARROW (POST OFFICE),-37.1660,141.5919,1980,51.4
